Código institución,Nombre institución,Código del registro,Nombre del registro,Tipo de registro,Estado registro,Descripción del registro,Área responsable,Cargo del o la responsable,Tipo de inicio,Acto de inicio,Acto de término,Producto institucional relacionado,Número Ley,URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile),Otras fuentes normativas,Pago asociado,Tipo de usuario(a),Segmento de usuarios(as),Relación con el Registro Social de Hogares (RSH) y/o con el Registro de Información Social (RIS) para la selección de sus usuarios,Disponibilidad para su realización,Nivel de digitalización,Canal digital - Canales transaccionales,Canal presencial - Canales transaccionales,Canal telefónico - Canales transaccionales,Módulos de autoatención - Canales transaccionales,URL del inicio,Ficha ChileAtiende relacionada,URL de ficha ChileAtiende,Número de plataformas electrónicas que intervienen en el soporte electrónico,Alcance de las plataformas electrónicas que soportan el registro,Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización,Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización,Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización,No utiliza mecanismo de autenticación - Autenticación,Utiliza ClaveÚnica - Autenticación,Utiliza Clave Tributaria - Autenticación,Utiliza un mecanismo de autenticación propio - Autenticación,Mecanismo de autenticación digital para funcionarios,Firma electrónica Avanzada,Notificación(es) practicada(s),Tiene etapa Inicio,Tiene etapa Instrucción,Tiene etapa Finalización,Medio utilizado para notificar en la etapa de iniciación,Medio utilizado para notificar en la etapa de instrucción,Medio utilizado para notificar en la etapa de finalización,"Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado",Documento(s) notarial(es),Nombre del documento notarial relacionado,Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado,Fecha de creación,Fecha de actualización
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00041,Programa Público de Inversión Regional (PROPIR),Procedimiento administrativo de función específica,Completado,"""El Programa Público de Inversión Regional  (PROPIR), forma parte de la Coordinación Regional de Inversiones, cuyo fin es la armonización en las unidades geográficas político-administrativas (regiones, provincias, comunas, localidades) del gasto (inversiones y transferencias) que realizarán durante el siguiente año presupuestario los órganos públicos que se encuentran presentes en ellos, sean sectoriales o el Gobierno Regional respectivo.;Dicha labor es realizada en las regiones por los Gobernadores Regionales , quienes, además, deben ejercer las facultades de coordinación de los servicios públicos y ministerios que le otorgan los incisos j) y o) del artículo 2º como lo dispuesto en el inciso l) del artículo 24, ambos de la LOCGAR Nº19.175, para mejor gobierno y administración regional.;Es responsabilidad de las SEREMIAS y los servicios públicos, el ingreso  y gestión de las iniciativas que conformen el PROPIR en la plataforma www.chileindica.cl. La ejecución mensual del PROPIR deberá ser informada por la institución responsable de la ejecución de cada iniciativa.""",Áreas asociadas al mandato institucional,Funcionario División de Planificación y Desarrollo Regional DIPLADE,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.","Oficio del Gobierno Regional a los OAE que se encuentran en la región, entregando las instrucciones para el Proceso de Coordinación Regional del Gasto Publico: Elaboración del ARI del año t+1 y Propir Año t",Oficio / Informe de la Inversión Pública Regional,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 1,,Sí,,,http://chileindica.cl/nuble/,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,,,Sí,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-18 18:05:58,2024-12-31 11:47:21
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00042,Pronunciamiento ambiental a los proyectos ingresados al sistema de evaluación de impacto ambiental ,Procedimiento administrativo de función específica,Completado,El Servicio de Evaluación Ambiental Solicita al Gobierno Regional pronunciamiento de proyectos ingresados al sistema de evaluación de impacto ambiental (SEIA),Áreas asociadas al mandato institucional,Profesional División de Planificación,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Oficio del SEA,Oficio de Pronunciamiento Ambiental del Gobierno Regional,Pronunciamiento,19300,https://www.bcn.cl/leychile/navegar?idNorma=30667,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",Medio Ambiente,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://www.sea.gob.cl/,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios",2024-10-18 18:20:43,2024-12-31 12:46:34
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00043,Pronunciamiento del GORE sobre otorgamiento de concesiones de inmuebles fiscales tramitados por la SEREMI de Bienes Nacionales,Procedimiento administrativo de función específica,Completado,La Seremi del Bienes Nacionales solicita pronunciamiento del Gobierno Regional sobre otorgamiento de solicitudes de concesiones de inmuebles fiscales.,Áreas asociadas al mandato institucional,Asesor jurídico DIT,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.", Oficio de la SEREMI de bienes nacionales,Resolución Exenta de otorgamiento de concesión de inmuebles (Gobernador),Bienes fiscales,1939,https://www.bcn.cl/leychile/navegar?idNorma=6778&idParte=8739312,No,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,Sí,Sí,,Solo por medios eléctronicos,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-18 18:34:51,2024-12-31 12:48:01
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00046,Tramitación de convenios y resoluciones aprobatorias de iniciativas de inversión,Procedimiento administrativo de función específica,Completado,Gestionar administrativamente la tramitación y aprobación de los convenios de iniciativa de inversión aprobada del Fondo Nacional de Desarrollo Regional,Áreas asociadas al mandato institucional,Profesional Depto. Presupuesto,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Solicitud de Elaboración de Convenio,Resolución que aprueba Convenio,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=13560,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-18 19:13:31,2024-12-31 12:59:46
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00047,Pronunciamientos del Consejo Regional de Ñuble,Procedimiento administrativo de función específica,Completado,"Resultados de Sanciones o pronunciamiento en las Sesiones ordinarias y extraordinarias del Consejo Regional, en las distintas materias de su atribución.",Áreas asociadas al mandato institucional,Secretario Ejecutivo CORE,Ambos tipos de inicio (oficio y a solicitud de partes).,"Oficio o Memorándum con solicitud de pronunciamiento en las distintas materias, y de distintos actores.","Resolucióno Certificado del Consejo Regional con los acuerdos o pronunciamientos en la materia requerida, tanto en sesión ordinaria o extraordinaria.",Pronunciamiento,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,No,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2024-10-18 19:37:02,2024-12-31 12:10:27
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,PT-GOR00568-00052,Rendición Fondos Concursables del 8% FNDR,Procedimiento administrativo de función específica,Completado,"Procedimiento Administrativo para la rendición de las subvenciónes adjundicadas a través de concurso por entidades privadas sin fines de lucro., del 8% del Fondos Nacional de Desarrollo Regional (F.N.D.R.) para la Región de Ñuble para financiar actividades culturales, deportivas, de seguridad ciudadana, de carácter social, equidad de género, protección del medio ambiente y educación ambiental, entre otros.",Áreas asociadas al mandato institucional,Profesional encargado División de Desarrollo Social y Humano.,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Resolución quer aprueba Convenio firmado y autoriza entrega de Fondos.,Certificado de Cierre de Rendiciones.,Fondos concursables y/o postulables,21074,https://bcn.cl/2f7d2,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,,,Sí,,,Solo por medios eléctronicos,No,No,,No considera comunicaciones oficiales,2024-10-19 13:37:29,2024-12-31 12:39:41
PE-GOR-00568,Gobierno Regional de la Región de Ñuble,TR-GOR00568-00037,Solicitud de utilización Explanada,Otra Tramitación,Completado,"Trámite que permite a la ciudadanía solicitar hacer uso de la explanada del Gobierno Regional. Este es un espacio público de extensión, ubicado frente a la plaza de armas, en el centro de la ciudad, que permite realizar actividades dirigidas a promover y fomentar expresiones culturales, cautelar el patrimonio histórico, artístico y cultural de la región de ñuble.;Este espacio es solicitado por la comunidad para este tipo de actividades, a través del sitio web institucional, ingresando los datos correspondientes a un formulario de solicitud.",Áreas asociadas al mandato institucional,Secretaria División de Infraestructura y Transportes,,,,Autorización,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://docs.google.com/forms/d/e/1FAIpQLSeWTqSG1b-VrquPssh2eUN49FT7dLHmpxn5zge9U2vpbtHCpw/viewform,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-29 14:21:44,2024-12-31 12:54:20
PE-GOR-00569,Gobierno Regional de la Región de Tarapacá,PA-GOR00569-00004,Gestión de compras de bienes y servicios,Procedimiento administrativo de función común,Completado,"Adquisición de bienes y  servicios a través convenio marco, licitación pública, licitación privada, trato directo, compras ágil y/o menores a 3 UTM.",Bienes y servicios,Jefe Departamento de Administración y Servicios,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud de Pedido en Intranet,Proceso de compra con alguna modalidad de Mercado Público,,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,No,,,,,,Nivel 3,,Sí,,,https://www.mercadopublico.cl/Home,,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,Sí,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,No,,,,,,,No,,,No considera comunicaciones oficiales,2023-11-15 16:47:24,2024-04-10 12:01:34
PE-GOR-00569,Gobierno Regional de la Región de Tarapacá,PA-GOR00569-00005,Cometidos funcionarios,Procedimiento administrativo de función común,Completado,Gestión de cometidos funcionarios nacional e internacional,Administración y finanzas,Jefe Departamento Gestión y Desarrollo de Personas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud cometido en módulo Web de Personas - Intranet,Correo con Cometido aprobado/rechazado en la plataforma,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,No,,,,,,Nivel 5,Sí,,,,https://www.goretarapaca.gov.cl,,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-11-16 09:14:11,2024-04-10 11:14:48
PE-GOR-00569,Gobierno Regional de la Región de Tarapacá,PA-GOR00569-00006,Permisos de Funcionarios,Procedimiento administrativo de función común,Completado,"Gestión de permisos con y sin goce de remuneraciones, permisos interferidos, permisos por fallecimiento de hijo, permisos por post natal masculino.",Administración y finanzas,Jefe Departamento Gestión y Desarrollo de Personas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud del permiso en Intranet,Correo con Permiso aprobado en intranet,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,No,,,,,,Nivel 5,Sí,,,,https://www.goretarapaca.gov.cl,,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-11-16 09:23:08,2024-04-10 11:05:11
PE-GOR-00569,Gobierno Regional de la Región de Tarapacá,PA-GOR00569-00007,Solicitud de horas extras (pagadas / compensadas),Procedimiento administrativo de función común,Completado,Gestión de compensación de horas por trabajos extraordinarios y/o capacitaciones fuera del horario de trabajo con un tope de 40 horas diurnas mensuales y sin tope las nocturnas.,Administración y finanzas,Jefe Departamento Gestión y Desarrollo de Personas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud de compensación u horas extras en intranet,Correo con Solicitud aprobada en intranet,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,No,,,,,,Nivel 5,Sí,,,,https://www.goretarapaca.gov.cl,,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-11-16 10:00:50,2024-04-10 10:52:13
PE-GOR-00569,Gobierno Regional de la Región de Tarapacá,PA-GOR00569-00008,Evaluación desempeño individual,Procedimiento administrativo de función común,Completado,Calificación y evaluación de desempeño.,Administración y finanzas,Jefe Departamento Gestión y Desarrollo de Personas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Autoevaluación en intranet.,Proceso calificatorio terminado,,18834,https://www.bcn.cl/leychile/navegar?idNorma=30210,No,,,,,,Nivel 5,Sí,,,,https://www.goretarapaca.gov.cl,,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,No,,,No considera comunicaciones oficiales,2023-11-16 10:07:16,2024-04-10 09:50:24
